,Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,City,State,Source Zipcode,Business Start Date,Business End Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,LIC Code,LIC Code Description,Supervisor District,Neighborhoods - Analysis Boundaries
143,0322975-01-001,322975,Yoo Hyun Mok & Yoo Eun Hwan,Mrs T's Cafe,809 Montgomery St,San Francisco,CA,94133.0,2/1/99,1/31/17,2/1/99,1/31/17,,,,,,,3.0,Chinatown
144,0324504-01-001,324504,El Valenciano Restaurant Llc,El Valenciano Restaurant Llc,1153 Valencia St,San Francisco,CA,94110.0,1/4/97,12/20/17,1/4/97,12/20/17,,,,,D04 H26 P23,,9.0,Mission
145,0324596-01-001,324596,Alfred's 886 Inc,Alfred's Steakhouse,659 Merchant St,San Francisco,CA,94111.0,1/1/99,12/31/15,1/1/99,12/31/15,,,,,,,3.0,Chinatown
146,0324701-01-001,324701,Noh Am Rae,Sanppo Restaurant,1702 Post St,San Francisco,CA,94115.0,4/1/99,5/31/18,4/1/99,5/31/18,,,,,H25,,,
147,0325357-01-001,325357,Tran Kevin,Hoang-Dat Coffee Shop,930 Geary St,San Francisco,CA,94109.0,4/1/99,3/31/17,4/1/99,3/31/17,,,,,,,6.0,Tenderloin
148,0326843-02-001,326843,Fagan David J,Fagan Print Media,1325 Indiana St 206,San Francisco,CA,94107.0,6/8/04,7/24/17,6/1/05,7/24/17,,,,,,,10.0,Potrero Hill
149,0327329-01-001,327329,Lam Kam F Zhang Ivy Xiao Ni,Delicious Dim Sum,752 Jackson St,San Francisco,CA,94133.0,6/15/99,4/2/18,6/15/99,4/2/18,,,,,H24,,,
150,0327638-01-001,327638,2001 Thai Stick Inc,Thai Stick,698 Post St,San Francisco,CA,94109.0,1/1/99,12/12/17,1/1/99,12/12/17,,,,,,,3.0,Nob Hill
151,0327638-02-001,327638,2001 Thai Stick Inc,2001 Thai Stick,2001 Fillmore St,San Francisco,CA,94115.0,1/1/99,12/12/17,1/1/99,12/12/17,,,,,D04 H26,,,
152,0327638-04-001,327638,2001 Thai Stick Inc,Thai Stick 4.0,925 O'farrell St,San Francisco,CA,94109.0,1/1/99,12/12/17,6/1/04,12/12/17,,,,,D04,,6.0,Tenderloin
153,0328794-02-001,328794,S C Chu Inc,All Season Sushi,524 Castro St,San Francisco,CA,94114.0,8/4/99,1/31/16,2/8/01,1/31/16,,,,,,,8.0,Castro/Upper Market
154,0328794-03-001,328794,S C Chu Inc,All Season Restaurant,91 Drumm St,San Francisco,CA,94111.0,8/4/99,1/31/16,4/15/05,1/31/16,,,,,,,3.0,Financial District/South Beach
155,0328794-04-001,328794,S C Chu Inc,All Season Restaurant,5238 Diamond Hts Blvd,San Francisco,CA,94131.0,8/4/99,1/31/16,8/3/10,1/31/16,,,,,,,8.0,Glen Park
156,0329415-01-001,329415,Liu Shu X,Broadway Dim Sum Cafe,684 Broadway St,San Francisco,CA,94133.0,9/1/99,11/30/17,9/1/99,11/30/17,,,,,,,,
157,0330032-01-001,330032,Sf Paragon Rest Partners L P,Paragon Restaurant & Bar,701 2nd St,San Francisco,CA,94107.0,10/1/99,12/26/17,10/1/99,12/26/17,,,,,D04 H26,,6.0,Mission Bay
158,0330172-01-001,330172,Inner Circle Entertnmnt Ii Inc,Inner Circle Entertnmnt Ii Inc,420 Mason St,San Francisco,CA,94102.0,10/1/99,6/10/17,10/1/99,6/10/17,,,,,,,,
159,0330172-02-001,330172,Inner Circle Entertnmnt Ii Inc,Ruby Skye,420 Mason St,San Francisco,CA,94102.0,10/1/99,6/10/17,12/15/99,6/10/17,,,,,,,,
160,0330844-02-001,330844,Amaechi Richard And Christina,G And R Market,2601 Sutter St,San Francisco,CA,94115.0,5/13/12,10/31/18,5/13/12,10/31/18,,,,,H03 H31 H73,,5.0,Presidio Heights
161,0331561-01-001,331561,Two Yellow Dogs,Fly,762 Divisadero St,San Francisco,CA,94117.0,11/16/99,5/12/16,11/16/99,5/12/16,,,,,,,5.0,Hayes Valley
162,0333418-01-001,333418,Chaya & Associates Inc,Chaya Brasserie,132 The Embarcadero,San Francisco,CA,94105.0,2/1/00,3/31/18,2/1/00,8/18/17,,,,,,,6.0,Financial District/South Beach
163,0334919-01-001,334919,Chan Li Yun,Hawaiian Drive Inn #28,4827 Mission St,San Francisco,CA,94112.0,3/3/00,12/31/16,3/3/00,12/31/16,,,,,,,,
164,0336068-03-001,336068,Park Chong Sook S/kim Hyo Sik,Hanuri Korean Barbeque Restaur,4217 Geary Blvd,San Francisco,CA,94118.0,4/14/00,6/18/16,9/1/05,6/18/16,,,,,,,1.0,Inner Richmond
165,0336422-01-001,336422,Nashashibi M & Briley G,Lovejoy's Tea Room & Antiques,1351 Church St,San Francisco,CA,94114.0,5/8/00,8/1/16,7/1/00,8/1/16,,,,,,,8.0,Noe Valley
166,0336422-02-001,336422,Nashashibi M & Briley G,Lovejoy's Attic,1350 Church St,San Francisco,CA,94114.0,5/8/00,8/1/16,5/4/05,8/1/16,,,,,,,,
167,0336949-02-001,336949,Hahns Hibachi Inc,Hahn's Hibachi Restaurant,1305 Castro St,San Francisco,CA,94114.0,1/1/00,5/15/16,1/1/00,5/15/16,,,,,,,8.0,Noe Valley
168,0337372-01-001,337372,Paradise Pizza Llc,Paradise Pizza Llc,393 West Portal Ave,San Francisco,CA,94127.0,1/2/98,11/15/16,1/2/98,11/15/16,,,,,,,7.0,West of Twin Peaks
169,0337601-01-001,337601,Hawks Kelley M,Tiki Go Go,3235 3rd St,San Francisco,CA,94124.0,6/21/00,5/30/18,1/1/01,1/1/15,,,,,,,10.0,Bayview Hunters Point
170,0340122-01-001,340122,Wali Bakery & Cafe Inc,Wali Bakery & Cafe Inc,1249 Stockton St,San Francisco,CA,94133.0,10/11/00,6/16/16,10/11/00,6/16/16,,,,,,,3.0,Chinatown
171,0340190-03-001,340190,Zapata Mexican Grill Inc,Zapata Mexican Grill,4150 18th St,San Francisco,CA,94114.0,10/1/08,8/11/17,10/1/08,8/11/17,,,,,,,8.0,Castro/Upper Market
172,0341783-01-001,341783,Cheng Yan Lee,Luen Fat Market,1135 Stockton St #43165,San Francisco,CA,94133.0,1/1/01,5/31/19,1/1/01,5/31/19,,,,,H07 WM18,,,
173,0342060-01-001,342060,Tu Janet,New Sweetheart Bakery,2956 24th St,San Francisco,CA,94110.0,1/1/01,12/24/17,1/1/01,12/24/17,,,,,,,9.0,Mission
174,0342573-01-001,342573,Buca Restaurants 2 Inc,Buca Di Beppo,855 Howard St,San Francisco,CA,94103.0,1/1/01,8/13/17,1/1/01,8/13/17,,,,,,,6.0,South of Market
175,0342732-02-001,342732,Matsushima Hideto,Takara Restaurant,22 Peace Plz 505,San Francisco,CA,94115.0,1/1/06,9/15/16,1/1/06,9/15/16,,,,,,,,
176,0343851-03-001,343851,Yu Amy Miao Ying,Uni's Deli,1200 Vermont St,San Francisco,CA,94112.0,11/1/12,12/22/17,11/1/12,12/22/17,,,,,,,,
177,0343956-01-001,343956,San Alexander T,Chestnut St Coffee Roastery,2331 Chestnut St,San Francisco,CA,94123.0,3/1/01,12/31/15,3/1/01,12/31/15,,,,,,,2.0,Marina
178,0344340-02-001,344340,Rubio's Resturants Inc,Baja Mexican Food Resaurant,4 Embarcadero Center St Level,San Francisco,CA,94111.0,11/27/10,12/14/18,11/27/10,12/14/18,,,,,D04,,,
179,0344340-03-001,344340,Rubio's Resturants Inc,Rubio's Fresh Mexican Grill,4 Embarcadero Ctr,San Francisco,CA,94111.0,11/27/10,12/14/18,11/27/10,12/14/18,,,,,H26,,,
180,0344677-01-001,344677,Duong Pat,Thanh Thanh,2205 Clement St,San Francisco,CA,94121.0,4/1/01,9/20/17,4/1/01,9/20/17,,,,,,,1.0,Outer Richmond
181,0344710-01-001,344710,Melisa's Inc,Melisa's Chinese Cuisine,450 Balboa St,San Francisco,CA,94118.0,1/1/01,8/31/18,1/1/01,8/31/18,,,,,H24,,,
182,0344819-01-001,344819,Braud (Usa) Corp,Le Zinc,4063 24th St,San Francisco,CA,94114.0,4/3/01,11/19/16,4/3/01,11/19/16,,,,,,,8.0,Noe Valley
183,0345538-01-001,345538,Hemlock Tavern Llc,Hemlock Tavern,1131 Polk St,San Francisco,CA,94109.0,5/1/01,12/22/18,5/1/01,12/22/18,,,,,D04 H86 P12 P23,,3.0,Nob Hill
184,0346397-01-001,346397,Best Of Thai Noodle Inc,Best Of Thai Noodle House,1418 Haight St,San Francisco,CA,94117.0,6/1/01,10/1/15,6/1/01,10/1/15,,,,,,,5.0,Haight Ashbury
185,0347191-01-001,347191,Awadalla A M/awadalla M M,Irving Pizza,1825 Irving St,San Francisco,CA,94122.0,7/1/01,8/31/17,7/1/01,8/31/17,,,,,,,4.0,Sunset/Parkside
186,0347278-01-001,347278,"Tong, Frank / Twan Choon Foo",Asia Chinese Food #2,350 Bay St,San Francisco,CA,94133.0,6/20/01,4/30/19,6/20/01,4/30/19,,,,,H25,,3.0,North Beach
187,0347636-01-001,347636,Esmailtalai S & Tabrizi N,L'avenida,511 Irving St,San Francisco,CA,94122.0,7/25/01,3/15/15,7/25/01,3/15/15,,,,,,,5.0,Inner Sunset
188,0347636-03-001,347636,Esmailtalai S & Tabrizi N,Lavash,507 Irving,San Francisco,CA,94122.0,7/25/01,3/15/15,8/15/07,3/15/15,,,,,,,,
189,0347636-04-001,347636,Esmailtalai S & Tabrizi N,Rose Tea,549 Irving St,San Francisco,CA,94122.0,7/25/01,3/15/15,6/10/10,3/30/13,,,,,,,,
190,0348262-05-001,348262,Moniem Ahmed,Red Door Cafe,1608 Bush St,San Francisco,CA,94109.0,11/1/09,12/29/17,11/1/09,12/29/17,,,,,H24,,2.0,Western Addition
191,1135006-02-171,1064891,Nijem Walid,Gambinos,1 Embarcadero Ctr,San Francisco,CA,94111.0,2/2/17,2/26/17,2/2/17,2/26/17,,,,,,,,
192,0349297-01-001,349297,Nazzal Salim,Jays Cheesesteak #2,553 Divisadero St,San Francisco,CA,94117.0,11/1/01,1/27/16,11/1/01,1/27/16,,,,,,,5.0,Hayes Valley
193,0349711-01-001,349711,Pesce Llc,Pesce,2227 Polk St,San Francisco,CA,94109.0,1/23/01,9/14/15,1/23/01,9/14/15,,,,,,,,
194,0349711-02-001,349711,Pesce Llc,Pesce,2223 Market St,San Francisco,CA,94114.0,1/23/01,9/14/15,8/5/13,9/14/15,,,,,,,8.0,Castro/Upper Market
195,0349946-01-001,349946,Tieu Kimberly H,Sandwich Co The,220 Bush St 126,San Francisco,CA,94104.0,10/1/01,7/31/16,10/1/01,7/31/16,,,,,,,3.0,Financial District/South Beach
196,1135767-02-171,1065255,Setiawan Nicholas,Element D,55 Duboce Ave,San Francisco,CA,94103.0,2/9/17,4/30/17,2/9/17,4/30/17,,,,,,,9.0,Mission
197,0350147-02-001,350147,Dajani Kayed A,City Kinetics,123 Mission St,San Francisco,CA,94105.0,5/20/03,5/26/17,5/20/03,5/26/17,,,,,,,,
198,0350309-01-001,350309,Zerai Simon & Asefaw Mehari,Cable Car Coffee,902 Market St,San Francisco,CA,94102.0,11/8/01,11/1/16,11/8/01,11/1/16,,,,,,,6.0,Tenderloin
199,0350825-01-001,350825,Prokopos Mike & Marina,Chick-N-Deli,5392 Mission St,San Francisco,CA,94112.0,12/1/01,3/31/17,12/1/01,3/31/17,,,,,,,,
200,0351226-02-001,351226,Shalva Inc,Chez Papa,1401 18th St,San Francisco,CA,94107.0,6/23/10,6/30/16,6/23/10,5/21/15,,,,,,,10.0,Potrero Hill
201,0351468-01-001,351468,Eichhorn Donna,Donna's Tamales,Justin Herman Plaza,San Francisco,CA,94111.0,1/1/01,5/31/17,1/1/01,5/31/17,,,,,,,,
202,0351468-02-001,351468,Eichhorn Donna,Donna's Tamales,244 Clement St,San Francisco,CA,94118.0,1/1/01,5/31/17,2/6/14,1/1/16,,,,,,,1.0,Inner Richmond
203,0353662-01-001,353662,Rainforest Cafe Inc,Rainforest Cafe,145 Jefferson St 400,San Francisco,CA,94133.0,1/1/08,9/30/17,1/1/08,9/30/17,,,,,D04 H26,,3.0,North Beach
204,0353799-01-001,353799,Tao Cafe Llc,Tao Cafe,1000 Guerrero St,San Francisco,CA,94110.0,3/1/02,10/31/18,3/1/02,11/7/14,,,,,,,,
205,0353799-02-001,353799,Tao Cafe Llc,Company Restaurant,1000 Guerrero St,San Francisco,CA,94110.0,3/1/02,10/31/18,8/15/12,11/1/14,,,,,,,,
206,0354495-02-001,354495,Kim Ok Sun,Won Mi Restaurant,1545 Fillmore St,San Francisco,CA,94115.0,10/16/06,7/31/17,10/16/06,7/31/17,,,,,,,5.0,Western Addition
207,0355454-01-001,355454,Crepe O Chocolat,Crepe O Chocolat,75 O'farrell St,San Francisco,CA,94108.0,5/1/02,9/29/17,5/1/02,9/29/17,,,,,,,3.0,Financial District/South Beach
208,0355454-02-001,355454,Crepe O Chocolat,Bio,75 O'farrell St,San Francisco,CA,94108.0,5/1/02,9/29/17,3/15/11,9/29/17,,,,,,,3.0,Financial District/South Beach
209,0356594-01-001,356594,Martinez Samuel P,La Loma Produce #8,2840 Mission St,San Francisco,CA,94110.0,6/11/02,4/27/16,6/11/02,4/27/16,,,,,,,9.0,Mission
210,0357213-01-001,357213,Dang Chau Bao / Tommy Ly,Les Croissant,2 California St,San Francisco,CA,94111.0,7/1/02,8/18/15,7/1/02,8/18/15,,,,,,,3.0,Financial District/South Beach
211,0357213-02-001,357213,Dang Chau Bao / Tommy Ly,Les Croissants Cafe,1840 Geary Blvd,San Francisco,CA,94115.0,7/1/02,8/18/15,6/1/05,8/18/15,,,,,,,5.0,Japantown
212,0357405-01-001,357405,Am & Ao Corporation,Jitra Thai Cuisine,2545 Ocean Ave,San Francisco,CA,94132.0,7/1/02,11/30/17,7/1/02,11/30/17,,,,,,,7.0,West of Twin Peaks
213,0358924-00-000,358924,Kaplan Emily M,Kaplan Emily M,18 Virginia Ave 3355 Mission Street,San Francisco,CA,94110.0,9/1/02,6/15/17,9/1/02,11/13/14,,,,,,,9.0,Bernal Heights
214,0358924-02-001,358924,Kaplan Emily M,Emmys Spaghetti Shack,3355 Mission St,San Francisco,CA,94110.0,9/1/02,6/15/17,2/12/13,11/13/14,,,,,,,9.0,Bernal Heights
215,0359596-01-001,359596,Hur Joon Seok,Rika Express,900 Bush St 101c,San Francisco,CA,94109.0,9/30/02,2/28/18,9/30/02,2/28/18,,,,,D04,,3.0,Nob Hill
216,0359596-02-001,359596,Hur Joon Seok,Ninja Sushi,900 Bush St 101c,San Francisco,CA,94109.0,9/30/02,2/28/18,1/1/09,2/28/18,,,,,,,3.0,Nob Hill
217,0359596-03-001,359596,Hur Joon Seok,Izakaya Ninja,900 Bush St 101c,San Francisco,CA,94109.0,9/30/02,2/28/18,1/1/09,2/28/18,,,,,D19 H26,,3.0,Nob Hill
218,0359596-04-001,359596,Hur Joon Seok,Sushi Rika,900 Bush St 101c,San Francisco,CA,94109.0,9/30/02,2/28/18,1/1/09,2/28/18,,,,,,,3.0,Nob Hill
219,0359621-01-001,359621,Mansi Food Inc,Taco Bell,7 Drumm St,San Francisco,CA,94111.0,10/1/02,7/31/18,10/1/02,7/31/18,,,,,H29,,3.0,Financial District/South Beach
220,0359876-01-001,359876,Jaber Naif Talal,Seniores Pizza,2415 19th Ave,San Francisco,CA,94116.0,10/1/02,3/27/19,10/1/02,3/27/19,,,,,H24 P21,,4.0,Sunset/Parkside
221,0359979-01-002,359979,Tran Man Minh & Hue Minh,Little Paris,2305 Irving St,San Francisco,CA,94122.0,10/1/02,9/1/18,3/26/10,10/31/12,,,,,,,4.0,Sunset/Parkside
222,0359979-02-001,359979,Tran Man Minh & Hue Minh,Little Paris Coffee Shop,1131 Stockton St,San Francisco,CA,94108.0,10/1/02,9/1/18,12/1/12,9/1/18,,,,,H25,,3.0,Chinatown
223,0360924-02-001,360924,Hodges Gilbert R,Pizzeria Avellino,2769 Lombard St,San Francisco,CA,94123.0,10/1/02,3/18/18,12/30/13,3/18/18,,,,,H24,,,
224,0361087-01-001,361087,E & N Enterprises Inc,Burger King Rest,1690 Valencia St,San Francisco,CA,94110.0,11/1/02,5/4/16,11/1/02,5/4/16,,,,,,,9.0,Bernal Heights
225,0361435-01-001,361435,Situ Yan Z,C & Y Cafe,400 California St Fl 3,San Francisco,CA,94104.0,11/22/02,6/30/19,11/22/02,6/30/19,,,,,,,3.0,Financial District/South Beach
226,0362086-02-001,362086,Wonder Food Bakery Llc,Blossom Bakery,133 Waverly Pl,San Francisco,CA,94108.0,1/2/03,11/30/15,8/1/08,11/30/15,,,,,,,3.0,Chinatown
227,0362170-01-001,362170,Lemongrass Inc,Lemongrass,2348 Polk St,San Francisco,CA,94109.0,1/1/03,3/31/16,1/1/03,3/31/16,,,,,,,3.0,Russian Hill
228,0362170-02-001,362170,Lemongrass Inc,Lemongrass Thai Cuisine,2348 Polk St,San Francisco,CA,94109.0,1/1/03,3/31/16,2/3/04,3/31/16,,,,,,,3.0,Russian Hill
229,0362383-02-001,362383,Barbieri Kelly M,Kelly Maria Barbieri,95 Seventh St,San Francisco,CA,94103.0,12/1/03,6/19/19,12/1/03,1/29/18,,,,,,,6.0,South of Market
230,0362551-01-001,362551,Yuans Legacy Corporation,Hunan Homes Restaurant,622 Jackson St,San Francisco,CA,94133.0,1/1/03,4/24/17,1/1/03,4/24/17,,,,,,,3.0,Chinatown
231,0362648-02-001,362648,Lee Kelly,Holy Gelato!,1392 9th Ave,San Francisco,CA,94122.0,5/2/09,12/30/16,5/2/09,12/30/16,,,,,,,5.0,Inner Sunset
232,0363082-01-001,363082,"Choi,kwai Kit & Chan, Fu",Mang Hang Catering Truck,1686 36th Ave,San Francisco,CA,94122.0,1/27/03,9/19/18,10/30/05,9/19/18,,,,,D19 H76,,4.0,Sunset/Parkside
233,0363170-03-001,363170,Lin Chao Qiang & Wai Mui Luk,Quickly,5301 Mission St Ste B,San Francisco,CA,94112.0,1/29/03,3/18/19,2/11/07,3/18/19,,,,,H24,,11.0,Excelsior
234,0363701-01-001,363701,Harvest & Rowe Inc,Harvest & Rowe,55 2nd St 150,San Francisco,CA,94105.0,2/11/03,3/13/17,2/11/03,3/13/17,,,,,,,6.0,Financial District/South Beach
235,0363724-01-001,363724,Nightgallery Llc,Nightgallerie,14 Mint Plz 5th Fl,San Francisco,CA,94103.0,12/22/02,10/16/15,1/28/08,10/16/15,,,,,,,6.0,South of Market
236,0363724-02-001,363724,Nightgallery Llc,Mezzanine Sf,14 Mint Plz 5th Fl,San Francisco,CA,94103.0,12/22/02,10/16/15,1/28/08,10/16/15,,,,,,,6.0,South of Market
237,0363724-03-001,363724,Nightgallery Llc,Congregation,54 Mint St #B,San Francisco,CA,94103.0,12/22/02,10/16/15,3/11/03,10/16/15,,,,,,,,
238,0363779-01-001,363779,Food & Liquor World Inc,Food & Liquor World Inc,728 Post St,San Francisco,CA,94109.0,10/1/99,7/9/17,10/1/99,7/9/17,,,,,,,3.0,Nob Hill
239,0363874-01-001,363874,Leung Annie Tak Yee,Secret Garden Tea House,721 Lincoln Way,San Francisco,CA,94122.0,2/20/03,6/30/16,2/20/03,6/30/16,,,,,,,5.0,Inner Sunset
240,0363957-01-001,363957,Valley Bar Inc,Valley Tavern,4054 24th St,San Francisco,CA,94114.0,2/24/03,1/13/16,2/24/03,1/13/16,,,,,,,8.0,Noe Valley
241,0363957-02-001,363957,Valley Bar Inc,San Francisco Academy Of Barte,4054 24th St,San Francisco,CA,94114.0,2/24/03,1/13/16,10/9/09,1/13/16,,,,,,,8.0,Noe Valley
242,0364634-01-001,364634,Wassana Inc,Osha Thai Ii,819 Valencia St,San Francisco,CA,94110.0,3/1/03,5/31/18,3/1/03,5/31/18,,,,,H25,,9.0,Mission
243,0364699-01-001,364699,Djg Fairmount Four Inc,Subway #27715,653 Kearny St,San Francisco,CA,94108.0,3/1/03,3/11/19,3/1/03,3/11/19,,,,,H29 POS01,,3.0,Chinatown
244,0364941-01-001,364941,Hergl School,Hergl School,1570 Greenwich St,San Francisco,CA,94123.0,2/8/79,10/1/16,2/8/79,10/1/16,,,,,,,2.0,Marina
245,0365167-02-001,365167,Os Restaurant Services Inc,Roys Restaurant Services Inc,575 Mission St,San Francisco,CA,94105.0,11/27/00,1/25/15,5/5/10,1/25/15,,,,,,,,
246,0367088-01-001,367088,Eh Products Inc,Eh Products Inc,196 Amber Dr,San Francisco,CA,94131.0,10/3/03,2/7/16,10/3/03,2/7/16,,,,,,,8.0,Noe Valley
247,0367245-03-001,367245,Azar Peter,Big Joe's,717 Monterey Blvd,San Francisco,CA,94127.0,9/11/12,1/21/18,9/13/12,1/21/18,,,,,H24,,7.0,West of Twin Peaks
248,0367539-02-001,367539,Noguera Maria E,Oye Managua,3385 Mission St,San Francisco,CA,94112.0,10/1/05,4/18/18,10/1/05,4/18/18,,,,,H24 P54,,,
249,0367904-01-001,367904,Wei Calvin,Allstars Donuts,399 5th St,San Francisco,CA,94107.0,7/1/03,5/31/18,7/1/03,5/31/18,,,,,H25 P21,,6.0,South of Market
250,0368182-02-001,368182,Faghirizadeh Mohsen,Pita's Cafe,1380 Sutter St,San Francisco,CA,94109.0,10/15/08,9/10/16,10/15/08,9/10/16,,,,,,,2.0,Western Addition
251,0368836-01-001,368836,Carapanos & Maheras Inc,Mezes,2373 Chestnut St,San Francisco,CA,94123.0,1/1/03,4/30/17,1/1/03,12/31/12,,,,,,,2.0,Marina
252,0368836-02-001,368836,Carapanos & Maheras Inc,Mezes Greek Kitchen,2373 Chestnut St,San Francisco,CA,94123.0,1/1/03,4/30/17,10/1/11,4/30/17,,,,,,,2.0,Marina
253,0369041-01-001,369041,Cru Ventures Llc,Nectar Wine Lounge,3330 Steiner St,San Francisco,CA,94123.0,7/2/03,12/30/18,7/2/03,12/30/18,,,,,H25,,,
254,0369115-02-001,369115,Choi Young H,Chestnut Diner,1312 Chestnut St,San Francisco,CA,94123.0,12/11/04,9/30/18,12/11/04,9/30/18,,,,,H24,,2.0,Marina
255,0369321-01-001,369321,California Rogue Inc,Rogue Ales Public House,673 Union St,San Francisco,CA,94133.0,8/14/03,12/31/18,8/14/03,12/31/18,,,,,D04 H26,,3.0,Chinatown
256,0369925-01-001,369925,"La Santaneca, Inc","La Santaneca, Inc",3781 Mission St,San Francisco,CA,94110.0,1/1/89,10/29/17,1/1/89,10/29/17,,,,,H24,,9.0,Bernal Heights
257,0370551-01-001,370551,Ma Xi Huan,Youngs Restaurant,601 Kearny St,San Francisco,CA,94108.0,10/10/03,5/1/19,10/10/03,5/1/19,,,,,H25,,3.0,Chinatown
258,0370674-01-001,370674,Knopoff Shireen,Golden Gate Artist Films,47 Sotelo Ave,San Francisco,CA,94116.0,9/29/03,5/2/17,9/29/03,5/2/17,,,,,,,,
259,0370738-01-001,370738,Pecavar Peter J,Fountain Cafe,50 Post St Ste 62b,San Francisco,CA,94104.0,9/29/03,6/28/19,10/1/03,6/28/19,,,,,H26 WM30,,3.0,Financial District/South Beach
260,0370790-01-001,370790,Miranda Angela,Boos Voni,5170 Mission St,San Francisco,CA,94112.0,10/1/03,10/31/17,10/1/03,10/31/17,,,,,,,11.0,Outer Mission
261,0371108-01-001,371108,Chiu Benson Y,Triple Take Productions,1534 19th Ave,San Francisco,CA,94122.0,10/15/03,10/14/17,10/15/03,6/15/16,,,,,,,,
262,0371340-01-001,371340,The Sausage Factory Inc,The Sausage Factory,517 Castro St,San Francisco,CA,94114.0,11/1/03,2/14/18,11/1/03,2/14/18,,,,,H25,,8.0,Castro/Upper Market
263,0371627-01-001,371627,Bang San Thai Cuisine Llc,Bang San Thai Cuisine,505 Jones St,San Francisco,CA,94109.0,11/1/03,1/1/18,11/1/03,1/1/12,,,,,,,6.0,Tenderloin
264,0371627-02-001,371627,Bang San Thai Cuisine Llc,Bang San Thai Cuisine,791 O'farrell St,San Francisco,CA,94109.0,11/1/03,1/1/18,1/19/08,1/1/18,,,,,,,6.0,Tenderloin
265,0371963-01-001,371963,Circa 03 Inc,Bacchus Kirk,925 Bush St,San Francisco,CA,94109.0,11/13/03,12/1/18,11/13/03,12/1/18,,,,,H86,,,
266,0373055-01-001,373055,Nguyen Chris Van,My Canh Restaurant,626 Broadway St,San Francisco,CA,94133.0,1/1/04,12/31/17,1/1/04,12/31/17,,,,,,,,
267,0373304-01-001,373304,Tang John Tee/ngo Phuong Yen,Geary Street Bella Pizza,4124 Geary Blvd,San Francisco,CA,94118.0,1/12/04,1/31/19,9/21/10,1/31/19,,,,,H25,,1.0,Inner Richmond
268,0373740-04-001,373740,Cai James Yun Wei,Maxfield's House Of Caffeine,398 Dolores St,San Francisco,CA,94110.0,2/1/08,3/31/17,2/1/08,3/31/17,,,,,,,8.0,Castro/Upper Market
269,0373741-03-001,373741,Awadalla Awadalla M,Irving Pizza #3,3244 Scott St,San Francisco,CA,94123.0,3/1/07,2/19/18,3/1/07,3/7/12,,,,,,,2.0,Marina
270,0373741-04-001,373741,Awadalla Awadalla M,Sf Hole In The Wall Pizza,3244 Scott St,San Francisco,CA,94123.0,3/1/07,2/19/18,3/8/12,2/19/18,,,,,H24,,,
271,0374119-02-001,374119,Li Jane C/li Joshua Cy,Bello Coffee & Tea,2885 Diamond St,San Francisco,CA,94131.0,2/6/04,5/31/18,11/1/08,5/31/18,,,,,H24 POS01 WM18,,8.0,Glen Park
272,0374810-02-001,374810,King Of Thai Noodle House Inc,King Of Thai Noodle House,184 Ofarrell St,San Francisco,CA,94102.0,3/12/04,3/31/19,12/10/09,3/31/19,,,,,H26 P21,,3.0,Financial District/South Beach
273,0375705-01-001,375705,Giordano Bros Llc,Giordano Bros,303 Columbus Ave,San Francisco,CA,94133.0,1/1/04,6/30/15,1/1/04,6/30/15,,,,,,,3.0,Chinatown
274,0375781-02-001,375781,Morin Rahsaan J,Skewed,1942 Jennings St,San Francisco,CA,94124.0,3/1/13,6/30/19,3/1/13,6/30/19,,,,,,,,
275,0375920-01-001,375920,Herbivore The Earthly Grill,Herbivore The Earthly Grill,983 Valencia St,San Francisco,CA,94110.0,1/1/04,8/26/16,1/1/04,8/26/16,,,,,,,9.0,Mission
276,0375920-02-001,375920,Herbivore The Earthly Grill,Herbivore The Earthly Grill,531 Divisadero St,San Francisco,CA,94117.0,1/1/04,8/26/16,1/1/04,10/30/15,,,,,,,5.0,Hayes Valley
277,0375920-03-001,375920,Herbivore The Earthly Grill,Herbivore,983 Valencia St,San Francisco,CA,94110.0,1/1/04,8/26/16,3/3/10,1/1/14,,,,,,,9.0,Mission
278,0376585-01-001,376585,C And G Inc,Bocadillos Lp,710 Montgomery St,San Francisco,CA,94111.0,4/19/04,8/31/17,4/19/04,8/31/17,,,,,,,,
279,0376845-01-001,376845,Eden3 Inc,Mama Spice,4754 Mission St,San Francisco,CA,94112.0,1/1/04,7/17/17,5/2/04,7/1/16,,,,,,,11.0,Outer Mission
280,0376845-03-001,376845,Eden3 Inc,Mama Art Cafe,4754 Mission St,San Francisco,CA,94112.0,1/1/04,7/17/17,9/8/05,7/17/17,,,,,,,11.0,Outer Mission
281,0377589-01-001,377589,Anto Restaurant Corp,Brindisi Cucina Di Mare,485 Pine St,San Francisco,CA,94104.0,4/1/04,11/30/17,4/1/04,11/30/17,,,,,,,3.0,Financial District/South Beach
282,0378174-01-001,378174,Totah Louie E,Barrett Cafe,3250 19th Ave,San Francisco,CA,94132.0,7/1/04,5/18/17,7/1/04,5/18/17,,,,,,,,
283,0378413-01-001,378413,Lee Fang Hui,King Ling,683 Geary St,San Francisco,CA,94102.0,7/1/04,11/13/16,7/1/04,11/13/16,,,,,,,6.0,Tenderloin
